survival_type,period,sex,age_group,years_since_dx,subtype,survival_pct,ci_lower,ci_upper
Observed,2012–2016,persons,45–54,5,follicular,0.942,0.925,0.955
Observed,2012–2016,persons,55–64,5,follicular,0.919,0.903,0.932
Observed,2012–2016,persons,65–74,5,follicular,0.845,0.824,0.863
Observed,2012–2016,persons,75–84,5,follicular,0.647,0.613,0.679
Observed,2012–2016,persons,85+,5,follicular,0.344,0.283,0.405
Observed,2017–2021,females,5–14,1,follicular,NA,NA,NA
Observed,2017–2021,females,15–24,1,follicular,NA,NA,NA
Observed,2017–2021,females,25–34,1,follicular,1,0.924,1
Observed,2017–2021,females,35–44,1,follicular,1,0.979,1
Observed,2017–2021,females,45–54,1,follicular,0.995,0.981,0.999
Observed,2017–2021,females,55–64,1,follicular,0.9920000000000002,0.982,0.996
Observed,2017–2021,females,65–74,1,follicular,0.976,0.963,0.9840000000000002
Observed,2017–2021,females,75–84,1,follicular,0.955,0.935,0.969
Observed,2017–2021,females,85+,1,follicular,0.826,0.761,0.875
Observed,2017–2021,females,5–14,2,follicular,NA,NA,NA
Observed,2017–2021,females,15–24,2,follicular,NA,NA,NA
Observed,2017–2021,females,25–34,2,follicular,1,0.92,1
Observed,2017–2021,females,35–44,2,follicular,1,0.98,1
Observed,2017–2021,females,45–54,2,follicular,0.9910000000000002,0.975,0.996
Observed,2017–2021,females,55–64,2,follicular,0.976,0.962,0.9850000000000002
Observed,2017–2021,females,65–74,2,follicular,0.949,0.932,0.961
Observed,2017–2021,females,75–84,2,follicular,0.91,0.883,0.931
Observed,2017–2021,females,85+,2,follicular,0.661,0.583,0.728
Observed,2017–2021,females,5–14,3,follicular,NA,NA,NA
Observed,2017–2021,females,15–24,3,follicular,NA,NA,NA
Observed,2017–2021,females,25–34,3,follicular,1,0.917,1
Observed,2017–2021,females,35–44,3,follicular,0.993,0.955,0.999
Observed,2017–2021,females,45–54,3,follicular,0.981,0.963,0.9910000000000002
Observed,2017–2021,females,55–64,3,follicular,0.966,0.95,0.977
Observed,2017–2021,females,65–74,3,follicular,0.927,0.907,0.942
Observed,2017–2021,females,75–84,3,follicular,0.858,0.825,0.885
Observed,2017–2021,females,85+,3,follicular,0.557,0.476,0.63
Observed,2017–2021,females,5–14,4,follicular,NA,NA,NA
Observed,2017–2021,females,15–24,4,follicular,NA,NA,NA
Observed,2017–2021,females,25–34,4,follicular,1,0.918,1
Observed,2017–2021,females,35–44,4,follicular,0.9870000000000002,0.95,0.997
Observed,2017–2021,females,45–54,4,follicular,0.974,0.954,0.9860000000000002
Observed,2017–2021,females,55–64,4,follicular,0.955,0.937,0.967
Observed,2017–2021,females,65–74,4,follicular,0.9,0.878,0.918
Observed,2017–2021,females,75–84,4,follicular,0.81,0.772,0.842
Observed,2017–2021,females,85+,4,follicular,0.471,0.392,0.546
Observed,2017–2021,females,5–14,5,follicular,NA,NA,NA
Observed,2017–2021,females,15–24,5,follicular,NA,NA,NA
Observed,2017–2021,females,25–34,5,follicular,1,0.92,1
Observed,2017–2021,females,35–44,5,follicular,0.9870000000000002,0.95,0.997
Observed,2017–2021,females,45–54,5,follicular,0.968,0.946,0.981
Observed,2017–2021,females,55–64,5,follicular,0.943,0.923,0.958
Observed,2017–2021,females,65–74,5,follicular,0.894,0.871,0.912
Observed,2017–2021,females,75–84,5,follicular,0.742,0.7,0.78
Observed,2017–2021,females,85+,5,follicular,0.413,0.334,0.491
Observed,2017–2021,males,5–14,1,follicular,NA,NA,NA
Observed,2017–2021,males,15–24,1,follicular,NA,NA,NA
Observed,2017–2021,males,25–34,1,follicular,1,0.95,1
Observed,2017–2021,males,35–44,1,follicular,0.9840000000000002,0.952,0.995
Observed,2017–2021,males,45–54,1,follicular,0.994,0.982,0.998
Observed,2017–2021,males,55–64,1,follicular,0.9860000000000002,0.976,0.9910000000000002
Observed,2017–2021,males,65–74,1,follicular,0.971,0.96,0.98
Observed,2017–2021,males,75–84,1,follicular,0.918,0.895,0.936
Observed,2017–2021,males,85+,1,follicular,0.83,0.759,0.882
Observed,2017–2021,males,5–14,2,follicular,NA,NA,NA
Observed,2017–2021,males,15–24,2,follicular,NA,NA,NA
Observed,2017–2021,males,25–34,2,follicular,1,0.948,1
Observed,2017–2021,males,35–44,2,follicular,0.9840000000000002,0.952,0.995
Observed,2017–2021,males,45–54,2,follicular,0.99,0.977,0.996
Observed,2017–2021,males,55–64,2,follicular,0.963,0.948,0.973
Observed,2017–2021,males,65–74,2,follicular,0.937,0.922,0.95
Observed,2017–2021,males,75–84,2,follicular,0.858,0.828,0.883
Observed,2017–2021,males,85+,2,follicular,0.709,0.629,0.775
Observed,2017–2021,males,5–14,3,follicular,NA,NA,NA
Observed,2017–2021,males,15–24,3,follicular,NA,NA,NA
Observed,2017–2021,males,25–34,3,follicular,1,0.946,1
Observed,2017–2021,males,35–44,3,follicular,0.9840000000000002,0.952,0.995
Observed,2017–2021,males,45–54,3,follicular,0.982,0.966,0.9910000000000002
Observed,2017–2021,males,55–64,3,follicular,0.937,0.92,0.951
Observed,2017–2021,males,65–74,3,follicular,0.911,0.893,0.927
Observed,2017–2021,males,75–84,3,follicular,0.784,0.749,0.814
Observed,2017–2021,males,85+,3,follicular,0.567,0.482,0.643
Observed,2017–2021,males,5–14,4,follicular,NA,NA,NA
Observed,2017–2021,males,15–24,4,follicular,NA,NA,NA
Observed,2017–2021,males,25–34,4,follicular,1,0.945,1
Observed,2017–2021,males,35–44,4,follicular,0.979,0.946,0.9920000000000002
Observed,2017–2021,males,45–54,4,follicular,0.972,0.953,0.983
Observed,2017–2021,males,55–64,4,follicular,0.922,0.902,0.938
Observed,2017–2021,males,65–74,4,follicular,0.875,0.854,0.894
Observed,2017–2021,males,75–84,4,follicular,0.71,0.671,0.745
Observed,2017–2021,males,85+,4,follicular,0.425,0.344,0.503
Observed,2017–2021,males,5–14,5,follicular,NA,NA,NA
Observed,2017–2021,males,15–24,5,follicular,NA,NA,NA
Observed,2017–2021,males,25–34,5,follicular,1,0.945,1
Observed,2017–2021,males,35–44,5,follicular,0.975,0.941,0.99
Observed,2017–2021,males,45–54,5,follicular,0.954,0.932,0.969
Observed,2017–2021,males,55–64,5,follicular,0.907,0.885,0.924
Observed,2017–2021,males,65–74,5,follicular,0.85,0.827,0.871
Observed,2017–2021,males,75–84,5,follicular,0.64,0.598,0.679
Observed,2017–2021,males,85+,5,follicular,0.342,0.266,0.42
Observed,2017–2021,persons,5–14,1,follicular,NA,NA,NA
Observed,2017–2021,persons,15–24,1,follicular,NA,NA,NA
Observed,2017–2021,persons,25–34,1,follicular,1,0.969,1
Observed,2017–2021,persons,35–44,1,follicular,0.9910000000000002,0.972,0.997
Observed,2017–2021,persons,45–54,1,follicular,0.995,0.9870000000000002,0.998
Observed,2017–2021,persons,55–64,1,follicular,0.9880000000000002,0.982,0.993
Observed,2017–2021,persons,65–74,1,follicular,0.973,0.965,0.979
Observed,2017–2021,persons,75–84,1,follicular,0.935,0.92,0.948
Observed,2017–2021,persons,85+,1,follicular,0.828,0.782,0.865
Observed,2017–2021,persons,5–14,2,follicular,NA,NA,NA
Observed,2017–2021,persons,15–24,2,follicular,NA,NA,NA
Observed,2017–2021,persons,25–34,2,follicular,1,0.968,1
Observed,2017–2021,persons,35–44,2,follicular,0.9910000000000002,0.972,0.997
Observed,2017–2021,persons,45–54,2,follicular,0.99,0.982,0.995
Observed,2017–2021,persons,55–64,2,follicular,0.968,0.959,0.976
Observed,2017–2021,persons,65–74,2,follicular,0.942,0.931,0.952
Observed,2017–2021,persons,75–84,2,follicular,0.882,0.863,0.899
Observed,2017–2021,persons,85+,2,follicular,0.684,0.63,0.733
Observed,2017–2021,persons,5–14,3,follicular,NA,NA,NA
Observed,2017–2021,persons,15–24,3,follicular,NA,NA,NA
Observed,2017–2021,persons,25–34,3,follicular,1,0.967,1
Observed,2017–2021,persons,35–44,3,follicular,0.9880000000000002,0.969,0.996
Observed,2017–2021,persons,45–54,3,follicular,0.982,0.971,0.9890000000000002
Observed,2017–2021,persons,55–64,3,follicular,0.95,0.938,0.96
Observed,2017–2021,persons,65–74,3,follicular,0.918,0.905,0.929
Observed,2017–2021,persons,75–84,3,follicular,0.818,0.794,0.839
Observed,2017–2021,persons,85+,3,follicular,0.562,0.504,0.615
Observed,2017–2021,persons,5–14,4,follicular,NA,NA,NA
Observed,2017–2021,persons,15–24,4,follicular,NA,NA,NA
Observed,2017–2021,persons,25–34,4,follicular,1,0.966,1
Observed,2017–2021,persons,35–44,4,follicular,0.983,0.962,0.9920000000000002
Observed,2017–2021,persons,45–54,4,follicular,0.973,0.961,0.982
Observed,2017–2021,persons,55–64,4,follicular,0.936,0.923,0.947
Observed,2017–2021,persons,65–74,4,follicular,0.887,0.872,0.9
Observed,2017–2021,persons,75–84,4,follicular,0.756,0.729,0.781
Observed,2017–2021,persons,85+,4,follicular,0.448,0.392,0.503
Observed,2017–2021,persons,5–14,5,follicular,NA,NA,NA
Observed,2017–2021,persons,15–24,5,follicular,NA,NA,NA
Observed,2017–2021,persons,25–34,5,follicular,1,0.967,1
Observed,2017–2021,persons,35–44,5,follicular,0.98,0.959,0.9910000000000002
Observed,2017–2021,persons,45–54,5,follicular,0.961,0.946,0.971
Observed,2017–2021,persons,55–64,5,follicular,0.923,0.909,0.935
Observed,2017–2021,persons,65–74,5,follicular,0.87,0.854,0.885
Observed,2017–2021,persons,75–84,5,follicular,0.687,0.658,0.715
Observed,2017–2021,persons,85+,5,follicular,0.377,0.322,0.433
Relative,2007–2011,females,5–14,1,follicular,NA,NA,NA
Relative,2007–2011,females,15–24,1,follicular,NA,NA,NA
Relative,2007–2011,females,25–34,1,follicular,1,0.912,1
Relative,2007–2011,females,35–44,1,follicular,0.995,0.963,1
Relative,2007–2011,females,45–54,1,follicular,0.993,0.977,0.998
Relative,2007–2011,females,55–64,1,follicular,0.9860000000000002,0.973,0.994
Relative,2007–2011,females,65–74,1,follicular,0.976,0.956,0.9890000000000002
Relative,2007–2011,females,75–84,1,follicular,0.904,0.866,0.934
Relative,2007–2011,females,85+,1,follicular,0.837,0.736,0.916
Relative,2007–2011,females,5–14,2,follicular,NA,NA,NA
Relative,2007–2011,females,15–24,2,follicular,NA,NA,NA
Relative,2007–2011,females,25–34,2,follicular,1.001,0.915,1.001
Relative,2007–2011,females,35–44,2,follicular,0.9860000000000002,0.953,0.997
Relative,2007–2011,females,45–54,2,follicular,0.978,0.958,0.99
Relative,2007–2011,females,55–64,2,follicular,0.974,0.957,0.9850000000000002
Relative,2007–2011,females,65–74,2,follicular,0.962,0.937,0.979
Relative,2007–2011,females,75–84,2,follicular,0.876,0.83,0.913
Relative,2007–2011,females,85+,2,follicular,0.769,0.645,0.876
Relative,2007–2011,females,5–14,3,follicular,NA,NA,NA
Relative,2007–2011,females,15–24,3,follicular,NA,NA,NA
Relative,2007–2011,females,25–34,3,follicular,1.001,0.916,1.001
Relative,2007–2011,females,35–44,3,follicular,0.9870000000000002,0.954,0.998
Relative,2007–2011,females,45–54,3,follicular,0.964,0.94,0.979
Relative,2007–2011,females,55–64,3,follicular,0.957,0.936,0.973
Relative,2007–2011,females,65–74,3,follicular,0.933,0.902,0.957
Relative,2007–2011,females,75–84,3,follicular,0.859,0.809,0.903
Relative,2007–2011,females,85+,3,follicular,0.698,0.557,0.83
Relative,2007–2011,females,5–14,4,follicular,NA,NA,NA
Relative,2007–2011,females,15–24,4,follicular,NA,NA,NA
Relative,2007–2011,females,25–34,4,follicular,0.974,0.819,0.998
Relative,2007–2011,females,35–44,4,follicular,0.977,0.94,0.9920000000000002
Relative,2007–2011,females,45–54,4,follicular,0.954,0.928,0.972
Relative,2007–2011,females,55–64,4,follicular,0.935,0.91,0.954
Relative,2007–2011,females,65–74,4,follicular,0.899,0.863,0.929
Relative,2007–2011,females,75–84,4,follicular,0.806,0.748,0.858
Relative,2007–2011,females,85+,4,follicular,0.621,0.462,0.781
Relative,2007–2011,females,5–14,5,follicular,NA,NA,NA
Relative,2007–2011,females,15–24,5,follicular,NA,NA,NA
Relative,2007–2011,females,25–34,5,follicular,0.946,0.794,0.9880000000000002
Relative,2007–2011,females,35–44,5,follicular,0.972,0.934,0.99
Relative,2007–2011,females,45–54,5,follicular,0.944,0.915,0.964
Relative,2007–2011,females,55–64,5,follicular,0.923,0.896,0.945
Relative,2007–2011,females,65–74,5,follicular,0.885,0.845,0.918
Relative,2007–2011,females,75–84,5,follicular,0.749,0.684,0.81
Relative,2007–2011,females,85+,5,follicular,0.635,0.452,0.826
Relative,2007–2011,males,5–14,1,follicular,NA,NA,NA
Relative,2007–2011,males,15–24,1,follicular,NA,NA,NA
Relative,2007–2011,males,25–34,1,follicular,0.9850000000000002,0.896,0.999
Relative,2007–2011,males,35–44,1,follicular,0.9880000000000002,0.959,0.997
Relative,2007–2011,males,45–54,1,follicular,0.9890000000000002,0.973,0.996
Relative,2007–2011,males,55–64,1,follicular,0.9890000000000002,0.976,0.996
Relative,2007–2011,males,65–74,1,follicular,0.975,0.956,0.9890000000000002
Relative,2007–2011,males,75–84,1,follicular,0.917,0.877,0.949
Relative,2007–2011,males,85+,1,follicular,0.82,0.684,0.922
Relative,2007–2011,males,5–14,2,follicular,NA,NA,NA
Relative,2007–2011,males,15–24,2,follicular,NA,NA,NA
Relative,2007–2011,males,25–34,2,follicular,0.9860000000000002,0.896,1
Relative,2007–2011,males,35–44,2,follicular,0.971,0.936,0.9870000000000002
Relative,2007–2011,males,45–54,2,follicular,0.971,0.95,0.9840000000000002
Relative,2007–2011,males,55–64,2,follicular,0.954,0.935,0.969
Relative,2007–2011,males,65–74,2,follicular,0.96,0.936,0.979
Relative,2007–2011,males,75–84,2,follicular,0.88,0.829,0.922
Relative,2007–2011,males,85+,2,follicular,0.854,0.693,0.9850000000000002
Relative,2007–2011,males,5–14,3,follicular,NA,NA,NA
Relative,2007–2011,males,15–24,3,follicular,NA,NA,NA
Relative,2007–2011,males,25–34,3,follicular,0.9870000000000002,0.897,1.001
Relative,2007–2011,males,35–44,3,follicular,0.954,0.916,0.977
Relative,2007–2011,males,45–54,3,follicular,0.956,0.932,0.973
Relative,2007–2011,males,55–64,3,follicular,0.937,0.914,0.955
Relative,2007–2011,males,65–74,3,follicular,0.937,0.907,0.962
Relative,2007–2011,males,75–84,3,follicular,0.85,0.79,0.903
Relative,2007–2011,males,85+,3,follicular,0.844,0.652,1.012
Relative,2007–2011,males,5–14,4,follicular,NA,NA,NA
Relative,2007–2011,males,15–24,4,follicular,NA,NA,NA
Relative,2007–2011,males,25–34,4,follicular,0.971,0.877,0.996
Relative,2007–2011,males,35–44,4,follicular,0.956,0.918,0.978
Relative,2007–2011,males,45–54,4,follicular,0.943,0.916,0.963
Relative,2007–2011,males,55–64,4,follicular,0.923,0.898,0.944
Relative,2007–2011,males,65–74,4,follicular,0.926,0.891,0.954
Relative,2007–2011,males,75–84,4,follicular,0.786,0.716,0.85
Relative,2007–2011,males,85+,4,follicular,0.788,0.554,1.011
Relative,2007–2011,males,5–14,5,follicular,NA,NA,NA
Relative,2007–2011,males,15–24,5,follicular,NA,NA,NA
Relative,2007–2011,males,25–34,5,follicular,0.972,0.878,0.997
Relative,2007–2011,males,35–44,5,follicular,0.944,0.902,0.97
Relative,2007–2011,males,45–54,5,follicular,0.938,0.91,0.959
Relative,2007–2011,males,55–64,5,follicular,0.909,0.881,0.932
Relative,2007–2011,males,65–74,5,follicular,0.901,0.861,0.935
Relative,2007–2011,males,75–84,5,follicular,0.748,0.67,0.821
Relative,2007–2011,males,85+,5,follicular,0.68,0.411,0.972
Relative,2007–2011,persons,5–14,1,follicular,NA,NA,NA
Relative,2007–2011,persons,15–24,1,follicular,NA,NA,NA
Relative,2007–2011,persons,25–34,1,follicular,0.99,0.93,0.999
Relative,2007–2011,persons,35–44,1,follicular,0.9910000000000002,0.975,0.997
Relative,2007–2011,persons,45–54,1,follicular,0.9910000000000002,0.981,0.996
Relative,2007–2011,persons,55–64,1,follicular,0.9870000000000002,0.979,0.993
Relative,2007–2011,persons,65–74,1,follicular,0.976,0.963,0.9860000000000002
Relative,2007–2011,persons,75–84,1,follicular,0.911,0.884,0.933
Relative,2007–2011,persons,85+,1,follicular,0.831,0.752,0.896
Relative,2007–2011,persons,5–14,2,follicular,NA,NA,NA
Relative,2007–2011,persons,15–24,2,follicular,NA,NA,NA
Relative,2007–2011,persons,25–34,2,follicular,0.9910000000000002,0.93,1
Relative,2007–2011,persons,35–44,2,follicular,0.978,0.957,0.9890000000000002
Relative,2007–2011,persons,45–54,2,follicular,0.974,0.961,0.9840000000000002
Relative,2007–2011,persons,55–64,2,follicular,0.964,0.951,0.974
Relative,2007–2011,persons,65–74,2,follicular,0.961,0.944,0.974
Relative,2007–2011,persons,75–84,2,follicular,0.878,0.845,0.907
Relative,2007–2011,persons,85+,2,follicular,0.802,0.706,0.888
Relative,2007–2011,persons,5–14,3,follicular,NA,NA,NA
Relative,2007–2011,persons,15–24,3,follicular,NA,NA,NA
Relative,2007–2011,persons,25–34,3,follicular,0.9920000000000002,0.931,1.001
Relative,2007–2011,persons,35–44,3,follicular,0.969,0.946,0.983
Relative,2007–2011,persons,45–54,3,follicular,0.96,0.944,0.972
Relative,2007–2011,persons,55–64,3,follicular,0.947,0.931,0.959
Relative,2007–2011,persons,65–74,3,follicular,0.935,0.914,0.953
Relative,2007–2011,persons,75–84,3,follicular,0.856,0.818,0.89
Relative,2007–2011,persons,85+,3,follicular,0.753,0.64,0.859
Relative,2007–2011,persons,5–14,4,follicular,NA,NA,NA
Relative,2007–2011,persons,15–24,4,follicular,NA,NA,NA
Relative,2007–2011,persons,25–34,4,follicular,0.971,0.907,0.993
Relative,2007–2011,persons,35–44,4,follicular,0.966,0.941,0.981
Relative,2007–2011,persons,45–54,4,follicular,0.948,0.93,0.962
Relative,2007–2011,persons,55–64,4,follicular,0.929,0.911,0.943
Relative,2007–2011,persons,65–74,4,follicular,0.913,0.889,0.934
Relative,2007–2011,persons,75–84,4,follicular,0.798,0.754,0.839
Relative,2007–2011,persons,85+,4,follicular,0.683,0.55,0.815
Relative,2007–2011,persons,5–14,5,follicular,NA,NA,NA
Relative,2007–2011,persons,15–24,5,follicular,NA,NA,NA
Relative,2007–2011,persons,25–34,5,follicular,0.962,0.895,0.9880000000000002
Relative,2007–2011,persons,35–44,5,follicular,0.957,0.931,0.974
Relative,2007–2011,persons,45–54,5,follicular,0.941,0.921,0.956
Relative,2007–2011,persons,55–64,5,follicular,0.915,0.896,0.932
Relative,2007–2011,persons,65–74,5,follicular,0.893,0.866,0.917
Relative,2007–2011,persons,75–84,5,follicular,0.75,0.7,0.797
Relative,2007–2011,persons,85+,5,follicular,0.659,0.504,0.819
Relative,2007–2021,females,5–14,1,follicular,NA,NA,NA
Relative,2007–2021,females,15–24,1,follicular,NA,NA,NA
