year,cancer_group,duration,sex,age_group,prevalence
2000,Hodgkin lymphoma,1,females,15–24,48
2000,Hodgkin lymphoma,1,females,25–34,39
2000,Hodgkin lymphoma,1,females,35–44,33
2000,Hodgkin lymphoma,1,females,45–54,11
2000,Hodgkin lymphoma,1,females,55–64,10
2000,Hodgkin lymphoma,1,females,5–14,9
2000,Hodgkin lymphoma,1,females,65–74,15
2000,Hodgkin lymphoma,1,females,75–84,14
2000,Hodgkin lymphoma,1,females,85+,3
2000,Hodgkin lymphoma,1,males,15–24,50
2000,Hodgkin lymphoma,1,males,25–34,53
2000,Hodgkin lymphoma,1,males,35–44,31
2000,Hodgkin lymphoma,1,males,45–54,31
2000,Hodgkin lymphoma,1,males,55–64,20
2000,Hodgkin lymphoma,1,males,5–14,13
2000,Hodgkin lymphoma,1,males,65–74,17
2000,Hodgkin lymphoma,1,males,75–84,6
2000,Hodgkin lymphoma,1,males,85+,1
2000,Hodgkin lymphoma,5,females,15–24,170
2000,Hodgkin lymphoma,5,females,25–34,234
2000,Hodgkin lymphoma,5,females,35–44,151
2000,Hodgkin lymphoma,5,females,45–54,79
2000,Hodgkin lymphoma,5,females,55–64,49
2000,Hodgkin lymphoma,5,females,5–14,19
2000,Hodgkin lymphoma,5,females,65–74,57
2000,Hodgkin lymphoma,5,females,75–84,36
2000,Hodgkin lymphoma,5,females,85+,9
2000,Hodgkin lymphoma,5,males,15–24,191
2000,Hodgkin lymphoma,5,males,25–34,258
2000,Hodgkin lymphoma,5,males,35–44,167
2000,Hodgkin lymphoma,5,males,45–54,139
2000,Hodgkin lymphoma,5,males,55–64,79
2000,Hodgkin lymphoma,5,males,5–14,40
2000,Hodgkin lymphoma,5,males,65–74,62
2000,Hodgkin lymphoma,5,males,75–84,33
2000,Hodgkin lymphoma,5,males,85+,4
2000,Hodgkin lymphoma,10,females,15–24,241
2000,Hodgkin lymphoma,10,females,25–34,425
2000,Hodgkin lymphoma,10,females,35–44,320
2000,Hodgkin lymphoma,10,females,45–54,144
2000,Hodgkin lymphoma,10,females,55–64,85
2000,Hodgkin lymphoma,10,females,5–14,19
2000,Hodgkin lymphoma,10,females,65–74,86
2000,Hodgkin lymphoma,10,females,75–84,64
2000,Hodgkin lymphoma,10,females,85+,17
2000,Hodgkin lymphoma,10,males,15–24,281
2000,Hodgkin lymphoma,10,males,25–34,440
2000,Hodgkin lymphoma,10,males,35–44,334
2000,Hodgkin lymphoma,10,males,45–54,239
2000,Hodgkin lymphoma,10,males,55–64,144
2000,Hodgkin lymphoma,10,males,5–14,52
2000,Hodgkin lymphoma,10,males,65–74,100
2000,Hodgkin lymphoma,10,males,75–84,61
2000,Hodgkin lymphoma,10,males,85+,6
2000,Non-Hodgkin lymphoma,1,females,15–24,12
2000,Non-Hodgkin lymphoma,1,females,25–34,36
2000,Non-Hodgkin lymphoma,1,females,35–44,94
2000,Non-Hodgkin lymphoma,1,females,45–54,169
2000,Non-Hodgkin lymphoma,1,females,55–64,266
2000,Non-Hodgkin lymphoma,1,females,5–14,13
2000,Non-Hodgkin lymphoma,1,females,65–74,290
2000,Non-Hodgkin lymphoma,1,females,75–84,305
2000,Non-Hodgkin lymphoma,1,females,85+,117
2000,Non-Hodgkin lymphoma,1,males,15–24,32
2000,Non-Hodgkin lymphoma,1,males,25–34,68
2000,Non-Hodgkin lymphoma,1,males,35–44,109
2000,Non-Hodgkin lymphoma,1,males,45–54,239
2000,Non-Hodgkin lymphoma,1,males,55–64,332
2000,Non-Hodgkin lymphoma,1,males,5–14,19
2000,Non-Hodgkin lymphoma,1,males,65–74,373
2000,Non-Hodgkin lymphoma,1,males,75–84,279
2000,Non-Hodgkin lymphoma,1,males,85+,65
2000,Non-Hodgkin lymphoma,5,females,15–24,51
2000,Non-Hodgkin lymphoma,5,females,25–34,134
2000,Non-Hodgkin lymphoma,5,females,35–44,317
2000,Non-Hodgkin lymphoma,5,females,45–54,679
2000,Non-Hodgkin lymphoma,5,females,55–64,907
2000,Non-Hodgkin lymphoma,5,females,5–14,42
2000,Non-Hodgkin lymphoma,5,females,65–74,1113
2000,Non-Hodgkin lymphoma,5,females,75–84,1044
2000,Non-Hodgkin lymphoma,5,females,85+,342
2000,Non-Hodgkin lymphoma,5,males,15–24,125
2000,Non-Hodgkin lymphoma,5,males,25–34,211
2000,Non-Hodgkin lymphoma,5,males,35–44,457
2000,Non-Hodgkin lymphoma,5,males,45–54,862
2000,Non-Hodgkin lymphoma,5,males,55–64,1105
2000,Non-Hodgkin lymphoma,5,males,5–14,89
2000,Non-Hodgkin lymphoma,5,males,65–74,1308
2000,Non-Hodgkin lymphoma,5,males,75–84,973
2000,Non-Hodgkin lymphoma,5,males,85+,213
2000,Non-Hodgkin lymphoma,10,females,15–24,89
2000,Non-Hodgkin lymphoma,10,females,25–34,210
2000,Non-Hodgkin lymphoma,10,females,35–44,478
2000,Non-Hodgkin lymphoma,10,females,45–54,1049
2000,Non-Hodgkin lymphoma,10,females,55–64,1348
2000,Non-Hodgkin lymphoma,10,females,5–14,58
2000,Non-Hodgkin lymphoma,10,females,65–74,1690
2000,Non-Hodgkin lymphoma,10,females,75–84,1577
2000,Non-Hodgkin lymphoma,10,females,85+,519
2000,Non-Hodgkin lymphoma,10,males,15–24,192
2000,Non-Hodgkin lymphoma,10,males,25–34,329
2000,Non-Hodgkin lymphoma,10,males,35–44,695
2000,Non-Hodgkin lymphoma,10,males,45–54,1294
2000,Non-Hodgkin lymphoma,10,males,55–64,1686
2000,Non-Hodgkin lymphoma,10,males,5–14,137
2000,Non-Hodgkin lymphoma,10,males,65–74,1945
2000,Non-Hodgkin lymphoma,10,males,75–84,1417
2000,Non-Hodgkin lymphoma,10,males,85+,319
2001,Hodgkin lymphoma,1,females,15–24,46
2001,Hodgkin lymphoma,1,females,25–34,39
2001,Hodgkin lymphoma,1,females,35–44,30
2001,Hodgkin lymphoma,1,females,45–54,18
2001,Hodgkin lymphoma,1,females,55–64,11
2001,Hodgkin lymphoma,1,females,5–14,7
2001,Hodgkin lymphoma,1,females,65–74,11
2001,Hodgkin lymphoma,1,females,75–84,14
2001,Hodgkin lymphoma,1,females,85+,3
2001,Hodgkin lymphoma,1,males,15–24,50
2001,Hodgkin lymphoma,1,males,25–34,32
2001,Hodgkin lymphoma,1,males,35–44,37
2001,Hodgkin lymphoma,1,males,45–54,26
2001,Hodgkin lymphoma,1,males,55–64,30
2001,Hodgkin lymphoma,1,males,5–14,18
2001,Hodgkin lymphoma,1,males,65–74,18
2001,Hodgkin lymphoma,1,males,75–84,6
2001,Hodgkin lymphoma,1,males,85+,1
2001,Hodgkin lymphoma,5,females,15–24,180
2001,Hodgkin lymphoma,5,females,25–34,232
2001,Hodgkin lymphoma,5,females,35–44,161
2001,Hodgkin lymphoma,5,females,45–54,85
2001,Hodgkin lymphoma,5,females,55–64,48
2001,Hodgkin lymphoma,5,females,5–14,15
2001,Hodgkin lymphoma,5,females,65–74,61
2001,Hodgkin lymphoma,5,females,75–84,39
2001,Hodgkin lymphoma,5,females,85+,10
2001,Hodgkin lymphoma,5,males,15–24,191
2001,Hodgkin lymphoma,5,males,25–34,251
2001,Hodgkin lymphoma,5,males,35–44,182
2001,Hodgkin lymphoma,5,males,45–54,126
2001,Hodgkin lymphoma,5,males,55–64,91
2001,Hodgkin lymphoma,5,males,5–14,47
2001,Hodgkin lymphoma,5,males,65–74,64
2001,Hodgkin lymphoma,5,males,75–84,30
2001,Hodgkin lymphoma,5,males,85+,4
2001,Hodgkin lymphoma,10,females,15–24,248
2001,Hodgkin lymphoma,10,females,25–34,434
2001,Hodgkin lymphoma,10,females,35–44,326
2001,Hodgkin lymphoma,10,females,45–54,155
2001,Hodgkin lymphoma,10,females,55–64,90
2001,Hodgkin lymphoma,10,females,5–14,18
2001,Hodgkin lymphoma,10,females,65–74,90
2001,Hodgkin lymphoma,10,females,75–84,66
2001,Hodgkin lymphoma,10,females,85+,19
2001,Hodgkin lymphoma,10,males,15–24,283
2001,Hodgkin lymphoma,10,males,25–34,447
2001,Hodgkin lymphoma,10,males,35–44,337
2001,Hodgkin lymphoma,10,males,45–54,248
2001,Hodgkin lymphoma,10,males,55–64,168
2001,Hodgkin lymphoma,10,males,5–14,59
2001,Hodgkin lymphoma,10,males,65–74,107
2001,Hodgkin lymphoma,10,males,75–84,64
2001,Hodgkin lymphoma,10,males,85+,8
2001,Non-Hodgkin lymphoma,1,females,15–24,22
2001,Non-Hodgkin lymphoma,1,females,25–34,29
2001,Non-Hodgkin lymphoma,1,females,35–44,71
2001,Non-Hodgkin lymphoma,1,females,45–54,196
2001,Non-Hodgkin lymphoma,1,females,55–64,252
2001,Non-Hodgkin lymphoma,1,females,5–14,13
2001,Non-Hodgkin lymphoma,1,females,65–74,313
2001,Non-Hodgkin lymphoma,1,females,75–84,305
2001,Non-Hodgkin lymphoma,1,females,85+,90
2001,Non-Hodgkin lymphoma,1,males,15–24,29
2001,Non-Hodgkin lymphoma,1,males,25–34,59
2001,Non-Hodgkin lymphoma,1,males,35–44,123
2001,Non-Hodgkin lymphoma,1,males,45–54,265
2001,Non-Hodgkin lymphoma,1,males,55–64,342
2001,Non-Hodgkin lymphoma,1,males,5–14,22
2001,Non-Hodgkin lymphoma,1,males,65–74,405
2001,Non-Hodgkin lymphoma,1,males,75–84,290
2001,Non-Hodgkin lymphoma,1,males,85+,58
2001,Non-Hodgkin lymphoma,5,females,15–24,58
2001,Non-Hodgkin lymphoma,5,females,25–34,129
2001,Non-Hodgkin lymphoma,5,females,35–44,319
2001,Non-Hodgkin lymphoma,5,females,45–54,697
2001,Non-Hodgkin lymphoma,5,females,55–64,983
2001,Non-Hodgkin lymphoma,5,females,5–14,41
2001,Non-Hodgkin lymphoma,5,females,65–74,1119
2001,Non-Hodgkin lymphoma,5,females,75–84,1114
2001,Non-Hodgkin lymphoma,5,females,85+,343
2001,Non-Hodgkin lymphoma,5,males,15–24,130
2001,Non-Hodgkin lymphoma,5,males,25–34,216
2001,Non-Hodgkin lymphoma,5,males,35–44,459
2001,Non-Hodgkin lymphoma,5,males,45–54,919
2001,Non-Hodgkin lymphoma,5,males,55–64,1201
2001,Non-Hodgkin lymphoma,5,males,5–14,85
2001,Non-Hodgkin lymphoma,5,males,65–74,1353
2001,Non-Hodgkin lymphoma,5,males,75–84,1032
2001,Non-Hodgkin lymphoma,5,males,85+,224
2001,Non-Hodgkin lymphoma,10,females,15–24,96
2001,Non-Hodgkin lymphoma,10,females,25–34,214
2001,Non-Hodgkin lymphoma,10,females,35–44,479
2001,Non-Hodgkin lymphoma,10,females,45–54,1111
2001,Non-Hodgkin lymphoma,10,females,55–64,1475
2001,Non-Hodgkin lymphoma,10,females,5–14,56
2001,Non-Hodgkin lymphoma,10,females,65–74,1703
2001,Non-Hodgkin lymphoma,10,females,75–84,1651
2001,Non-Hodgkin lymphoma,10,females,85+,527
2001,Non-Hodgkin lymphoma,10,males,15–24,201
2001,Non-Hodgkin lymphoma,10,males,25–34,340
2001,Non-Hodgkin lymphoma,10,males,35–44,718
2001,Non-Hodgkin lymphoma,10,males,45–54,1367
2001,Non-Hodgkin lymphoma,10,males,55–64,1826
2001,Non-Hodgkin lymphoma,10,males,5–14,135
2001,Non-Hodgkin lymphoma,10,males,65–74,2034
2001,Non-Hodgkin lymphoma,10,males,75–84,1544
2001,Non-Hodgkin lymphoma,10,males,85+,332
2002,Hodgkin lymphoma,1,females,15–24,52
2002,Hodgkin lymphoma,1,females,25–34,42
2002,Hodgkin lymphoma,1,females,35–44,25
2002,Hodgkin lymphoma,1,females,45–54,24
2002,Hodgkin lymphoma,1,females,55–64,13
2002,Hodgkin lymphoma,1,females,5–14,9
2002,Hodgkin lymphoma,1,females,65–74,18
2002,Hodgkin lymphoma,1,females,75–84,14
2002,Hodgkin lymphoma,1,females,85+,2
2002,Hodgkin lymphoma,1,males,15–24,42
2002,Hodgkin lymphoma,1,males,25–34,60
2002,Hodgkin lymphoma,1,males,35–44,33
2002,Hodgkin lymphoma,1,males,45–54,23
2002,Hodgkin lymphoma,1,males,55–64,36
2002,Hodgkin lymphoma,1,males,5–14,15
2002,Hodgkin lymphoma,1,males,65–74,23
2002,Hodgkin lymphoma,1,males,75–84,16
2002,Hodgkin lymphoma,1,males,85+,2
2002,Hodgkin lymphoma,5,females,15–24,190
2002,Hodgkin lymphoma,5,females,25–34,232
2002,Hodgkin lymphoma,5,females,35–44,148
2002,Hodgkin lymphoma,5,females,45–54,95
2002,Hodgkin lymphoma,5,females,55–64,52
2002,Hodgkin lymphoma,5,females,5–14,16
2002,Hodgkin lymphoma,5,females,65–74,58
2002,Hodgkin lymphoma,5,females,75–84,39
2002,Hodgkin lymphoma,5,females,85+,10
2002,Hodgkin lymphoma,5,males,15–24,190
2002,Hodgkin lymphoma,5,males,25–34,263
2002,Hodgkin lymphoma,5,males,35–44,186
2002,Hodgkin lymphoma,5,males,45–54,122
2002,Hodgkin lymphoma,5,males,55–64,115
2002,Hodgkin lymphoma,5,males,5–14,50
2002,Hodgkin lymphoma,5,males,65–74,65
2002,Hodgkin lymphoma,5,males,75–84,38
2002,Hodgkin lymphoma,5,males,85+,3
2002,Hodgkin lymphoma,10,females,15–24,264
2002,Hodgkin lymphoma,10,females,25–34,436
2002,Hodgkin lymphoma,10,females,35–44,325
2002,Hodgkin lymphoma,10,females,45–54,168
2002,Hodgkin lymphoma,10,females,55–64,100
2002,Hodgkin lymphoma,10,females,5–14,20
2002,Hodgkin lymphoma,10,females,65–74,94
2002,Hodgkin lymphoma,10,females,75–84,68
2002,Hodgkin lymphoma,10,females,85+,15
2002,Hodgkin lymphoma,10,males,15–24,282
2002,Hodgkin lymphoma,10,males,25–34,463
2002,Hodgkin lymphoma,10,males,35–44,347
2002,Hodgkin lymphoma,10,males,45–54,253
2002,Hodgkin lymphoma,10,males,55–64,193
2002,Hodgkin lymphoma,10,males,5–14,63
2002,Hodgkin lymphoma,10,males,65–74,110
2002,Hodgkin lymphoma,10,males,75–84,67
2002,Hodgkin lymphoma,10,males,85+,9
2002,Non-Hodgkin lymphoma,1,females,15–24,19
2002,Non-Hodgkin lymphoma,1,females,25–34,34
2002,Non-Hodgkin lymphoma,1,females,35–44,94
2002,Non-Hodgkin lymphoma,1,females,45–54,198
2002,Non-Hodgkin lymphoma,1,females,55–64,263
2002,Non-Hodgkin lymphoma,1,females,5–14,3
2002,Non-Hodgkin lymphoma,1,females,65–74,343
2002,Non-Hodgkin lymphoma,1,females,75–84,306
2002,Non-Hodgkin lymphoma,1,females,85+,101
2002,Non-Hodgkin lymphoma,1,males,15–24,27
2002,Non-Hodgkin lymphoma,1,males,25–34,57
2002,Non-Hodgkin lymphoma,1,males,35–44,124
2002,Non-Hodgkin lymphoma,1,males,45–54,245
2002,Non-Hodgkin lymphoma,1,males,55–64,383
2002,Non-Hodgkin lymphoma,1,males,5–14,19
2002,Non-Hodgkin lymphoma,1,males,65–74,410
2002,Non-Hodgkin lymphoma,1,males,75–84,325
2002,Non-Hodgkin lymphoma,1,males,85+,75
2002,Non-Hodgkin lymphoma,5,females,15–24,66
2002,Non-Hodgkin lymphoma,5,females,25–34,130
2002,Non-Hodgkin lymphoma,5,females,35–44,333
2002,Non-Hodgkin lymphoma,5,females,45–54,742
2002,Non-Hodgkin lymphoma,5,females,55–64,1026
2002,Non-Hodgkin lymphoma,5,females,5–14,31
2002,Non-Hodgkin lymphoma,5,females,65–74,1192
2002,Non-Hodgkin lymphoma,5,females,75–84,1157
2002,Non-Hodgkin lymphoma,5,females,85+,366
2002,Non-Hodgkin lymphoma,5,males,15–24,126
2002,Non-Hodgkin lymphoma,5,males,25–34,220
2002,Non-Hodgkin lymphoma,5,males,35–44,464
2002,Non-Hodgkin lymphoma,5,males,45–54,955
2002,Non-Hodgkin lymphoma,5,males,55–64,1317
2002,Non-Hodgkin lymphoma,5,males,5–14,82
2002,Non-Hodgkin lymphoma,5,males,65–74,1435
2002,Non-Hodgkin lymphoma,5,males,75–84,1101
2002,Non-Hodgkin lymphoma,5,males,85+,237
2002,Non-Hodgkin lymphoma,10,females,15–24,98
2002,Non-Hodgkin lymphoma,10,females,25–34,214
2002,Non-Hodgkin lymphoma,10,females,35–44,491
2002,Non-Hodgkin lymphoma,10,females,45–54,1145
2002,Non-Hodgkin lymphoma,10,females,55–64,1585
2002,Non-Hodgkin lymphoma,10,females,5–14,52
2002,Non-Hodgkin lymphoma,10,females,65–74,1787
2002,Non-Hodgkin lymphoma,10,females,75–84,1760
2002,Non-Hodgkin lymphoma,10,females,85+,564
2002,Non-Hodgkin lymphoma,10,males,15–24,204
2002,Non-Hodgkin lymphoma,10,males,25–34,336
2002,Non-Hodgkin lymphoma,10,males,35–44,733
2002,Non-Hodgkin lymphoma,10,males,45–54,1427
2002,Non-Hodgkin lymphoma,10,males,55–64,1984
2002,Non-Hodgkin lymphoma,10,males,5–14,135
2002,Non-Hodgkin lymphoma,10,males,65–74,2156
2002,Non-Hodgkin lymphoma,10,males,75–84,1636
2002,Non-Hodgkin lymphoma,10,males,85+,351
2003,Hodgkin lymphoma,1,females,15–24,36
2003,Hodgkin lymphoma,1,females,25–34,43
2003,Hodgkin lymphoma,1,females,35–44,28
2003,Hodgkin lymphoma,1,females,45–54,18
2003,Hodgkin lymphoma,1,females,55–64,14
2003,Hodgkin lymphoma,1,females,5–14,8
2003,Hodgkin lymphoma,1,females,65–74,18
2003,Hodgkin lymphoma,1,females,75–84,13
2003,Hodgkin lymphoma,1,females,85+,2
2003,Hodgkin lymphoma,1,males,15–24,51
2003,Hodgkin lymphoma,1,males,25–34,48
2003,Hodgkin lymphoma,1,males,35–44,43
2003,Hodgkin lymphoma,1,males,45–54,23
2003,Hodgkin lymphoma,1,males,55–64,20
2003,Hodgkin lymphoma,1,males,5–14,17
2003,Hodgkin lymphoma,1,males,65–74,19
2003,Hodgkin lymphoma,1,males,75–84,16
2003,Hodgkin lymphoma,1,males,85+,1
2003,Hodgkin lymphoma,5,females,15–24,186
2003,Hodgkin lymphoma,5,females,25–34,226
2003,Hodgkin lymphoma,5,females,35–44,156
2003,Hodgkin lymphoma,5,females,45–54,99
2003,Hodgkin lymphoma,5,females,55–64,44
2003,Hodgkin lymphoma,5,females,5–14,17
2003,Hodgkin lymphoma,5,females,65–74,65
2003,Hodgkin lymphoma,5,females,75–84,44
2003,Hodgkin lymphoma,5,females,85+,9
2003,Hodgkin lymphoma,5,males,15–24,201
2003,Hodgkin lymphoma,5,males,25–34,241
2003,Hodgkin lymphoma,5,males,35–44,211
2003,Hodgkin lymphoma,5,males,45–54,119
2003,Hodgkin lymphoma,5,males,55–64,116
2003,Hodgkin lymphoma,5,males,5–14,57
2003,Hodgkin lymphoma,5,males,65–74,65
2003,Hodgkin lymphoma,5,males,75–84,49
2003,Hodgkin lymphoma,5,males,85+,2
2003,Hodgkin lymphoma,10,females,15–24,261
2003,Hodgkin lymphoma,10,females,25–34,446
2003,Hodgkin lymphoma,10,females,35–44,317
2003,Hodgkin lymphoma,10,females,45–54,191
2003,Hodgkin lymphoma,10,females,55–64,105
2003,Hodgkin lymphoma,10,females,5–14,22
2003,Hodgkin lymphoma,10,females,65–74,107
2003,Hodgkin lymphoma,10,females,75–84,67
2003,Hodgkin lymphoma,10,females,85+,15
2003,Hodgkin lymphoma,10,males,15–24,302
2003,Hodgkin lymphoma,10,males,25–34,450
2003,Hodgkin lymphoma,10,males,35–44,366
2003,Hodgkin lymphoma,10,males,45–54,256
2003,Hodgkin lymphoma,10,males,55–64,203
2003,Hodgkin lymphoma,10,males,5–14,65
2003,Hodgkin lymphoma,10,males,65–74,113
2003,Hodgkin lymphoma,10,males,75–84,73
2003,Hodgkin lymphoma,10,males,85+,9
2003,Non-Hodgkin lymphoma,1,females,15–24,19
2003,Non-Hodgkin lymphoma,1,females,25–34,38
2003,Non-Hodgkin lymphoma,1,females,35–44,82
2003,Non-Hodgkin lymphoma,1,females,45–54,190
2003,Non-Hodgkin lymphoma,1,females,55–64,267
2003,Non-Hodgkin lymphoma,1,females,5–14,6
2003,Non-Hodgkin lymphoma,1,females,65–74,330
2003,Non-Hodgkin lymphoma,1,females,75–84,316
2003,Non-Hodgkin lymphoma,1,females,85+,117
2003,Non-Hodgkin lymphoma,1,males,15–24,29
2003,Non-Hodgkin lymphoma,1,males,25–34,66
2003,Non-Hodgkin lymphoma,1,males,35–44,132
2003,Non-Hodgkin lymphoma,1,males,45–54,242
2003,Non-Hodgkin lymphoma,1,males,55–64,395
2003,Non-Hodgkin lymphoma,1,males,5–14,29
2003,Non-Hodgkin lymphoma,1,males,65–74,418
2003,Non-Hodgkin lymphoma,1,males,75–84,340
2003,Non-Hodgkin lymphoma,1,males,85+,69
2003,Non-Hodgkin lymphoma,5,females,15–24,70
2003,Non-Hodgkin lymphoma,5,females,25–34,135
2003,Non-Hodgkin lymphoma,5,females,35–44,321
2003,Non-Hodgkin lymphoma,5,females,45–54,757
2003,Non-Hodgkin lymphoma,5,females,55–64,1102
2003,Non-Hodgkin lymphoma,5,females,5–14,32
2003,Non-Hodgkin lymphoma,5,females,65–74,1217
2003,Non-Hodgkin lymphoma,5,females,75–84,1206
2003,Non-Hodgkin lymphoma,5,females,85+,406
2003,Non-Hodgkin lymphoma,5,males,15–24,131
2003,Non-Hodgkin lymphoma,5,males,25–34,234
2003,Non-Hodgkin lymphoma,5,males,35–44,467
2003,Non-Hodgkin lymphoma,5,males,45–54,986
2003,Non-Hodgkin lymphoma,5,males,55–64,1456
2003,Non-Hodgkin lymphoma,5,males,5–14,86
2003,Non-Hodgkin lymphoma,5,males,65–74,1466
2003,Non-Hodgkin lymphoma,5,males,75–84,1202
2003,Non-Hodgkin lymphoma,5,males,85+,253
2003,Non-Hodgkin lymphoma,10,females,15–24,98
2003,Non-Hodgkin lymphoma,10,females,25–34,220
2003,Non-Hodgkin lymphoma,10,females,35–44,495
2003,Non-Hodgkin lymphoma,10,females,45–54,1165
2003,Non-Hodgkin lymphoma,10,females,55–64,1723
2003,Non-Hodgkin lymphoma,10,females,5–14,50
2003,Non-Hodgkin lymphoma,10,females,65–74,1845
2003,Non-Hodgkin lymphoma,10,females,75–84,1877
2003,Non-Hodgkin lymphoma,10,females,85+,627
2003,Non-Hodgkin lymphoma,10,males,15–24,215
2003,Non-Hodgkin lymphoma,10,males,25–34,346
2003,Non-Hodgkin lymphoma,10,males,35–44,756
2003,Non-Hodgkin lymphoma,10,males,45–54,1482
2003,Non-Hodgkin lymphoma,10,males,55–64,2146
2003,Non-Hodgkin lymphoma,10,males,5–14,142
2003,Non-Hodgkin lymphoma,10,males,65–74,2189
2003,Non-Hodgkin lymphoma,10,males,75–84,1787
2003,Non-Hodgkin lymphoma,10,males,85+,396
2004,Hodgkin lymphoma,1,females,15–24,49
2004,Hodgkin lymphoma,1,females,25–34,49
2004,Hodgkin lymphoma,1,females,35–44,33
2004,Hodgkin lymphoma,1,females,45–54,25
2004,Hodgkin lymphoma,1,females,55–64,20
2004,Hodgkin lymphoma,1,females,5–14,9
2004,Hodgkin lymphoma,1,females,65–74,20
2004,Hodgkin lymphoma,1,females,75–84,17
2004,Hodgkin lymphoma,1,females,85+,2
2004,Hodgkin lymphoma,1,males,15–24,51
2004,Hodgkin lymphoma,1,males,25–34,37
2004,Hodgkin lymphoma,1,males,35–44,45
2004,Hodgkin lymphoma,1,males,45–54,25
2004,Hodgkin lymphoma,1,males,55–64,16
2004,Hodgkin lymphoma,1,males,5–14,14
2004,Hodgkin lymphoma,1,males,65–74,25
2004,Hodgkin lymphoma,1,males,75–84,15
2004,Hodgkin lymphoma,1,males,85+,1
2004,Hodgkin lymphoma,5,females,15–24,189
2004,Hodgkin lymphoma,5,females,25–34,237
2004,Hodgkin lymphoma,5,females,35–44,140
2004,Hodgkin lymphoma,5,females,45–54,112
2004,Hodgkin lymphoma,5,females,55–64,61
2004,Hodgkin lymphoma,5,females,5–14,23
2004,Hodgkin lymphoma,5,females,65–74,74
2004,Hodgkin lymphoma,5,females,75–84,53
2004,Hodgkin lymphoma,5,females,85+,8
2004,Hodgkin lymphoma,5,males,15–24,206
2004,Hodgkin lymphoma,5,males,25–34,237
2004,Hodgkin lymphoma,5,males,35–44,201
2004,Hodgkin lymphoma,5,males,45–54,124
2004,Hodgkin lymphoma,5,males,55–64,107
2004,Hodgkin lymphoma,5,males,5–14,55
2004,Hodgkin lymphoma,5,males,65–74,80
2004,Hodgkin lymphoma,5,males,75–84,49
2004,Hodgkin lymphoma,5,males,85+,3
2004,Hodgkin lymphoma,10,females,15–24,274
2004,Hodgkin lymphoma,10,females,25–34,457
2004,Hodgkin lymphoma,10,females,35–44,314
2004,Hodgkin lymphoma,10,females,45–54,211
2004,Hodgkin lymphoma,10,females,55–64,123
2004,Hodgkin lymphoma,10,females,5–14,24
2004,Hodgkin lymphoma,10,females,65–74,120
2004,Hodgkin lymphoma,10,females,75–84,72
2004,Hodgkin lymphoma,10,females,85+,16
2004,Hodgkin lymphoma,10,males,15–24,307
2004,Hodgkin lymphoma,10,males,25–34,451
2004,Hodgkin lymphoma,10,males,35–44,392
2004,Hodgkin lymphoma,10,males,45–54,267
2004,Hodgkin lymphoma,10,males,55–64,191
2004,Hodgkin lymphoma,10,males,5–14,66
2004,Hodgkin lymphoma,10,males,65–74,123
2004,Hodgkin lymphoma,10,males,75–84,79
2004,Hodgkin lymphoma,10,males,85+,10
2004,Non-Hodgkin lymphoma,1,females,15–24,20
2004,Non-Hodgkin lymphoma,1,females,25–34,47
2004,Non-Hodgkin lymphoma,1,females,35–44,76
2004,Non-Hodgkin lymphoma,1,females,45–54,196
2004,Non-Hodgkin lymphoma,1,females,55–64,276
2004,Non-Hodgkin lymphoma,1,females,5–14,7
2004,Non-Hodgkin lymphoma,1,females,65–74,332
2004,Non-Hodgkin lymphoma,1,females,75–84,307
2004,Non-Hodgkin lymphoma,1,females,85+,108
2004,Non-Hodgkin lymphoma,1,males,15–24,27
2004,Non-Hodgkin lymphoma,1,males,25–34,53
2004,Non-Hodgkin lymphoma,1,males,35–44,147
2004,Non-Hodgkin lymphoma,1,males,45–54,242
2004,Non-Hodgkin lymphoma,1,males,55–64,386
2004,Non-Hodgkin lymphoma,1,males,5–14,29
2004,Non-Hodgkin lymphoma,1,males,65–74,447
2004,Non-Hodgkin lymphoma,1,males,75–84,394
2004,Non-Hodgkin lymphoma,1,males,85+,73
2004,Non-Hodgkin lymphoma,5,females,15–24,75
2004,Non-Hodgkin lymphoma,5,females,25–34,150
2004,Non-Hodgkin lymphoma,5,females,35–44,316
2004,Non-Hodgkin lymphoma,5,females,45–54,766
2004,Non-Hodgkin lymphoma,5,females,55–64,1141
2004,Non-Hodgkin lymphoma,5,females,5–14,29
2004,Non-Hodgkin lymphoma,5,females,65–74,1299
2004,Non-Hodgkin lymphoma,5,females,75–84,1223
2004,Non-Hodgkin lymphoma,5,females,85+,399
2004,Non-Hodgkin lymphoma,5,males,15–24,126
2004,Non-Hodgkin lymphoma,5,males,25–34,233
2004,Non-Hodgkin lymphoma,5,males,35–44,511
2004,Non-Hodgkin lymphoma,5,males,45–54,984
2004,Non-Hodgkin lymphoma,5,males,55–64,1564
2004,Non-Hodgkin lymphoma,5,males,5–14,89
2004,Non-Hodgkin lymphoma,5,males,65–74,1591
2004,Non-Hodgkin lymphoma,5,males,75–84,1283
2004,Non-Hodgkin lymphoma,5,males,85+,271
2004,Non-Hodgkin lymphoma,10,females,15–24,110
2004,Non-Hodgkin lymphoma,10,females,25–34,237
2004,Non-Hodgkin lymphoma,10,females,35–44,484
2004,Non-Hodgkin lymphoma,10,females,45–54,1180
2004,Non-Hodgkin lymphoma,10,females,55–64,1834
2004,Non-Hodgkin lymphoma,10,females,5–14,45
