"measure","diagnosis_code","diagnosis","series_group","sex","duration_years","year","period","estimate","lower","upper","unit","source_output"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",10,2015,"Estimated",4119.49766722362,4046.70389322045,4187.0351894528,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",10,2016,"Estimated",4264.69267289948,4197.36284101467,4330.22515479857,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",10,2017,"Estimated",4440.23056977329,4379.8051362325,4497.81149867169,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",10,2018,"Estimated",4547.61175771547,4496.99424776433,4597.70346168782,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",10,2019,"Estimated",4644.38328732774,4601.2755262392,4688.25418940739,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",10,2020,"Estimated",4856.61811639692,4810.9417699782,4903.39461500027,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",10,2021,"Estimated",5013.52503812087,4950.01399575219,5072.69595943714,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",10,2022,"Projected",5138.25619746341,5072.73513563706,5203.60802952201,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",10,2023,"Projected",5270.9778743336,5182.39000231444,5361.04576743404,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",10,2024,"Projected",5389.04009784873,5269.36652696881,5505.5014652978,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",10,2025,"Projected",5525.19019392011,5373.3176183277,5678.97019379447,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",10,2026,"Projected",5640.86304085604,5448.95441989318,5827.57080579533,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",10,2027,"Projected",5725.6440581123,5505.46226096804,5952.45178352388,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",10,2028,"Projected",5871.60844107291,5613.21629248431,6140.92550200244,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",10,2029,"Projected",6006.12379702749,5710.78850819095,6314.52765558303,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",10,2030,"Projected",6056.83061990364,5725.75434197014,6412.17669025131,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",10,2031,"Projected",6180.77364650862,5814.02348439259,6589.10155757855,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",10,2032,"Projected",6282.99421838661,5896.70634480978,6715.43991551765,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",10,2033,"Projected",6373.5339737375,5955.4202236786,6826.59035407692,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",10,2034,"Projected",6449.77311037703,6006.90843402277,6917.77303794619,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",10,2035,"Projected",6514.6169597469,6052.86644590954,7017.27415732593,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",10,2036,"Projected",6563.32619419019,6080.41300857251,7096.86061396612,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",10,2037,"Projected",6594.02359490295,6097.02569673011,7164.31984238292,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",10,2038,"Projected",6612.02050463791,6094.23914204398,7210.74549260604,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",10,2039,"Projected",6613.19100540679,6067.51083135284,7243.9567005053,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",10,2040,"Projected",6597.75358073166,6023.81919087414,7257.9701644006,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",10,2041,"Projected",6567.09955789498,5965.36581704683,7252.26113495797,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",10,2042,"Projected",6524.29559049198,5906.64194719529,7224.9624619584,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",10,2043,"Projected",6469.90022514814,5834.21575881896,7200.71072933285,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",10,2044,"Projected",6407.63502074175,5748.2315926017,7160.33181226681,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",10,2045,"Projected",6342.6664414176,5664.76582009057,7108.68066886215,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",40,2012,"Estimated",6313.55256742166,5588.84176215522,7230.00316600874,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",40,2013,"Estimated",6586.20309595789,5824.56201349538,7553.23608080413,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",40,2014,"Estimated",6891.94118569153,6102.14731158822,7907.53805078089,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",40,2015,"Estimated",7162.97019585343,6336.72594913491,8221.6849450418,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",40,2016,"Estimated",7484.86410987956,6629.39199699373,8590.07662291995,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",40,2017,"Estimated",7863.64154108045,6983.58810566958,9012.69805315095,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",40,2018,"Estimated",8188.90447436002,7289.7793062591,9370.75553827171,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",40,2019,"Estimated",8514.63685980663,7580.77569961622,9738.02777063752,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",40,2020,"Estimated",8956.06660845253,8000.16524650299,10218.500871938,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",40,2021,"Estimated",9303.64440338369,8330.4001092803,10605.6451596213,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",40,2022,"Projected",9653.24291379944,8690.55873979008,10957.9279870583,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",40,2023,"Projected",10011.5384353094,9056.92768042487,11313.6538645151,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",40,2024,"Projected",10377.8270667336,9437.69907793395,11643.4339986613,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",40,2025,"Projected",10746.6377932031,9821.1895678941,11999.9318798838,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",40,2026,"Projected",11126.9138017331,10221.3489323946,12348.6815436177,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",40,2027,"Projected",11517.6326820291,10634.9041992724,12697.0641841032,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",40,2028,"Projected",11912.740888641,11040.7448919593,13064.3666751545,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",40,2029,"Projected",12301.9079856294,11433.2078449158,13409.9693936723,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",40,2030,"Projected",12694.8982834498,11830.1772320357,13800.9496476656,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",40,2031,"Projected",13096.8177009111,12230.2098533093,14171.4452006944,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",40,2032,"Projected",13491.2875711076,12602.720992442,14535.57214178,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",40,2033,"Projected",13888.7690502787,13000.5476385663,14935.5093512802,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",40,2034,"Projected",14277.5529212119,13361.4324582968,15303.9571781371,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",40,2035,"Projected",14675.0413859102,13747.6429015173,15677.4140690858,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",40,2036,"Projected",15064.0224667183,14088.8426824909,16082.7632322389,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",40,2037,"Projected",15443.798857171,14418.6309337898,16514.5786276481,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",40,2038,"Projected",15826.3444207143,14740.7228016297,16904.8795502316,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",40,2039,"Projected",16192.4105477394,15057.8724058157,17371.0351667313,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",40,2040,"Projected",16546.2880566161,15306.9982219579,17806.3748652822,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",40,2041,"Projected",16885.1418518301,15537.2378911112,18238.4209771399,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",40,2042,"Projected",17177.02470078,15681.2365466258,18621.8690150306,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",40,2043,"Projected",17483.3612553436,15894.2989334818,19036.9812366733,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",40,2044,"Projected",17771.09584348,16041.6767780893,19456.8150503209,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Females",40,2045,"Projected",18020.9660701959,16181.259795606,19849.887229408,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",2,2012,"Estimated",1135.46996696638,1130.05776995008,1140.42539744422,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",2,2013,"Estimated",1120.13992182494,1112.68492807102,1126.72163679366,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",2,2014,"Estimated",1131.3172838045,1124.087377876,1137.66046391939,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",2,2015,"Estimated",1190.4992359362,1182.65414107761,1197.07351394665,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",2,2016,"Estimated",1231.33165779809,1222.87659154357,1238.40884615554,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",2,2017,"Estimated",1333.29462201456,1327.30232369115,1338.5059643002,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",2,2018,"Estimated",1391.22576616143,1385.4185285779,1396.58445644085,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",2,2019,"Estimated",1423.42070381746,1416.84500453462,1429.18919371329,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",2,2020,"Estimated",1543.34878110644,1535.97487803063,1549.75251851118,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",2,2021,"Estimated",1543.3892798456,1535.11011883629,1551.04993773729,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",2,2022,"Projected",1528.23869635228,1484.54457094732,1573.34692342735,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",2,2023,"Projected",1603.29065828518,1515.89880799684,1691.11101269113,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",2,2024,"Projected",1644.86811843989,1555.21903931053,1738.25231167927,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",2,2025,"Projected",1683.89882437959,1590.21081946858,1783.18872673295,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",2,2026,"Projected",1723.87403496665,1627.37938890826,1828.38144634127,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",2,2027,"Projected",1763.3024381626,1662.67146095825,1872.09124921248,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",2,2028,"Projected",1800.02244642263,1695.70949194289,1914.94208556622,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",2,2029,"Projected",1832.65863057394,1722.63737307842,1955.80473400255,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",2,2030,"Projected",1861.50157284987,1743.85095863613,1993.2554480087,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",2,2031,"Projected",1887.24541139512,1766.67638754101,2026.36677801122,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",2,2032,"Projected",1909.32827817797,1781.36088482392,2055.93214208131,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",2,2033,"Projected",1929.22030521838,1795.68635201439,2083.52915653903,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",2,2034,"Projected",1946.90107205312,1808.92006576016,2108.85469277691,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",2,2035,"Projected",1963.38116761331,1817.00257249527,2133.45473763782,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",2,2036,"Projected",1980.19486752756,1824.99055902479,2160.44702256575,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",2,2037,"Projected",1994.79649488726,1830.90323311811,2182.08796232652,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",2,2038,"Projected",2005.06007402792,1833.78004721448,2199.88116605615,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",2,2039,"Projected",2010.17457509631,1832.65600403479,2215.38425572979,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",2,2040,"Projected",2011.44838808511,1827.61079215423,2226.81661562503,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",2,2041,"Projected",2008.88834883365,1819.19866847061,2231.6618472022,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",2,2042,"Projected",2003.74024889641,1806.19338327863,2235.92658394585,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",2,2043,"Projected",1996.12849448448,1790.79685587744,2236.37990059333,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",2,2044,"Projected",1988.14091760874,1778.94935532311,2236.30762675486,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",2,2045,"Projected",1982.43324934866,1765.70011727686,2238.50295550207,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",3,2012,"Estimated",1659.23510173974,1651.67954985821,1666.31954203865,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",3,2013,"Estimated",1648.01229968642,1638.94617594938,1656.03854110609,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",3,2014,"Estimated",1683.2446086819,1673.89602919259,1691.86320444498,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",3,2015,"Estimated",1707.21962798795,1697.56359040166,1716.05295361373,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",3,2016,"Estimated",1793.33252239155,1783.17176839133,1802.71253646735,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",3,2017,"Estimated",1906.78746288692,1898.29816301686,1915.46867065357,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",3,2018,"Estimated",1994.86390296521,1985.68005267862,2002.94010033179,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",3,2019,"Estimated",2094.47111830667,2085.94346078315,2101.98104374222,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",3,2020,"Estimated",2199.35150215104,2189.7096732134,2208.10178269433,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",3,2021,"Estimated",2247.95296499863,2237.35552834534,2257.96159876824,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",3,2022,"Projected",2302.16595240514,2258.12527833898,2348.05559661797,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",3,2023,"Projected",2309.2775020184,2222.61989721973,2398.67271499422,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",3,2024,"Projected",2400.13088668178,2271.38312636772,2536.30047594436,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",3,2025,"Projected",2461.85361666404,2327.00819808797,2602.16548551273,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",3,2026,"Projected",2521.82461632746,2382.53243219759,2670.92016765789,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",3,2027,"Projected",2578.94610507794,2431.51050770109,2736.78163524084,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",3,2028,"Projected",2635.76195299228,2482.99443835335,2803.86985267119,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",3,2029,"Projected",2687.46407216811,2531.00283339007,2861.27407481526,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",3,2030,"Projected",2731.70885384399,2564.71834549377,2916.34531140676,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",3,2031,"Projected",2773.19502458476,2604.18928916432,2969.44487623618,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",3,2032,"Projected",2809.25485451871,2627.9651412524,3016.96406301768,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",3,2033,"Projected",2840.08889139189,2651.22171069481,3062.26845481101,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",3,2034,"Projected",2865.25488280054,2666.05318941054,3100.47845682752,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",3,2035,"Projected",2889.66581958145,2682.21386588536,3137.54825987389,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",3,2036,"Projected",2914.21224954665,2695.1636637073,3174.24869826403,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",3,2037,"Projected",2935.60756783082,2705.2754102849,3209.42101691937,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",3,2038,"Projected",2953.82867353699,2711.35590673504,3238.97940787079,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",3,2039,"Projected",2964.14077906259,2711.0598756599,3261.36230606427,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",3,2040,"Projected",2967.94553053533,2706.65588455056,3278.80112529157,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",3,2041,"Projected",2965.69686564598,2694.6321366532,3289.40444046395,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",3,2042,"Projected",2958.99580113202,2679.093951074,3298.7393860492,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",3,2043,"Projected",2948.2610494163,2661.95727097048,3300.92721910663,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",3,2044,"Projected",2937.40181887027,2638.75840198549,3301.58692613569,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",3,2045,"Projected",2927.56849234663,2619.60801432388,3302.58214163399,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",5,2012,"Estimated",2551.6623719783,2538.76926510738,2563.50168972049,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",5,2013,"Estimated",2619.13087384731,2605.76524736302,2632.48995166305,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",5,2014,"Estimated",2673.36756411737,2660.09736038703,2686.74039497377,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",5,2015,"Estimated",2725.53810272518,2711.54186215589,2738.79608815996,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",5,2016,"Estimated",2803.44681896916,2789.7744243138,2817.1775685511,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",5,2017,"Estimated",2927.57376511652,2914.93684184644,2939.94992623212,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",5,2018,"Estimated",3068.75964413882,3055.08103217746,3082.00119005358,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",5,2019,"Estimated",3208.11080938994,3195.55268039059,3221.74795868751,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",5,2020,"Estimated",3406.32586885087,3393.14298718102,3419.40568489624,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",5,2021,"Estimated",3496.95586434994,3483.00131887396,3511.1101618953,"people living after diagnosis","output/prevalence_projections.csv"
"Prevalence (people)","follicular","Follicular lymphoma (FL)","NHL subtype","Males",5,2022,"Projected",3583.2156820547,3538.19399290328,3631.20095375609,"people living after diagnosis","output/prevalence_projections.csv"
